#{"t_start": 1745330769.991164, "env_id": "None"}
r,l,t,user_id,item_interact,item_clicks
24.017285,50,4.464662,2,"(np.int64(27390), np.int64(20336), np.int64(43229), np.int64(4650), np.int64(29844), np.int64(14124), np.int64(30584), np.int64(23841), np.int64(26864), np.int64(1374), np.int64(9786), np.int64(31776), np.int64(14462), np.int64(29311), np.int64(32124), np.int64(6571), np.int64(32284), np.int64(41743), np.int64(48687), np.int64(46490), np.int64(39176), np.int64(37719), np.int64(37475), np.int64(6078), np.int64(5888), np.int64(9426), np.int64(29340), np.int64(41515), np.int64(21966), np.int64(49537), np.int64(14913), np.int64(16651), np.int64(49027), np.int64(30742), np.int64(40108), np.int64(36575), np.int64(25010), np.int64(46932), np.int64(4655), np.int64(45259), np.int64(45227), np.int64(31517), np.int64(49977), np.int64(15335), np.int64(29201), np.int64(8397), np.int64(1893), np.int64(20147), np.int64(33888), np.int64(21309))","(0, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1)"
6.141349,50,4.87095,0,"(np.int64(17728), np.int64(42377), np.int64(35679), np.int64(9863), np.int64(18239), np.int64(40249), np.int64(6044), np.int64(42032), np.int64(16818), np.int64(26736), np.int64(18093), np.int64(46399), np.int64(42205), np.int64(14931), np.int64(49143), np.int64(10805), np.int64(45655), np.int64(37956), np.int64(21079), np.int64(32586), np.int64(41518), np.int64(2384), np.int64(10652), np.int64(35938), np.int64(42115), np.int64(16635), np.int64(1537), np.int64(1395), np.int64(23670), np.int64(42373), np.int64(9295), np.int64(1676), np.int64(40226), np.int64(35189), np.int64(6078), np.int64(23378), np.int64(36476), np.int64(17447), np.int64(10353), np.int64(37012), np.int64(7541), np.int64(32812), np.int64(47101), np.int64(48851), np.int64(33411), np.int64(18795), np.int64(11024), np.int64(30915), np.int64(26127), np.int64(8252))","(0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
16.023906,50,5.255328,7,"(np.int64(25436), np.int64(13528), np.int64(7743), np.int64(923), np.int64(23661), np.int64(25813), np.int64(2723), np.int64(1042), np.int64(41695), np.int64(28260), np.int64(14801), np.int64(22133), np.int64(5102), np.int64(44638), np.int64(21735), np.int64(2567), np.int64(47362), np.int64(9844), np.int64(20832), np.int64(24902), np.int64(44008), np.int64(41942), np.int64(25722), np.int64(22323), np.int64(31771), np.int64(26463), np.int64(43479), np.int64(42567), np.int64(43722), np.int64(11813), np.int64(311), np.int64(18935), np.int64(48065), np.int64(8768), np.int64(6482), np.int64(40627), np.int64(11311), np.int64(19564), np.int64(27221), np.int64(8741), np.int64(11247), np.int64(49901), np.int64(45309), np.int64(23082), np.int64(37252), np.int64(27788), np.int64(3102), np.int64(29229), np.int64(7114), np.int64(13703))","(1, 0, 1, 1, 1, 0, 1, 1, 0, 0, 1, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 0)"
18.259555,50,5.639718,4,"(np.int64(20043), np.int64(49717), np.int64(14034), np.int64(41452), np.int64(2725), np.int64(23991), np.int64(5577), np.int64(39553), np.int64(6941), np.int64(27923), np.int64(20691), np.int64(23604), np.int64(8324), np.int64(22275), np.int64(22593), np.int64(1753), np.int64(3990), np.int64(47926), np.int64(19573), np.int64(20533), np.int64(30284), np.int64(39528), np.int64(13008), np.int64(8551), np.int64(43302), np.int64(20942), np.int64(34858), np.int64(11399), np.int64(20579), np.int64(39929), np.int64(3195), np.int64(34213), np.int64(30997), np.int64(2556), np.int64(14947), np.int64(5887), np.int64(2431), np.int64(24122), np.int64(2887), np.int64(43046), np.int64(40844), np.int64(44784), np.int64(29349), np.int64(13888), np.int64(21100), np.int64(9390), np.int64(31282), np.int64(18384), np.int64(19164), np.int64(276))","(1, 0, 1, 0, 1, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 0, 1, 0, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1)"
17.45043,50,6.030253,5,"(np.int64(11570), np.int64(27823), np.int64(30353), np.int64(44636), np.int64(27850), np.int64(33930), np.int64(26157), np.int64(30528), np.int64(16537), np.int64(40754), np.int64(36161), np.int64(26063), np.int64(19478), np.int64(2415), np.int64(42659), np.int64(33903), np.int64(46009), np.int64(41457), np.int64(6961), np.int64(48450), np.int64(2711), np.int64(37437), np.int64(37274), np.int64(23969), np.int64(19798), np.int64(20618), np.int64(42129), np.int64(1717), np.int64(1451), np.int64(42065), np.int64(24248), np.int64(20923), np.int64(17698), np.int64(26364), np.int64(22760), np.int64(31545), np.int64(31695), np.int64(30402), np.int64(27614), np.int64(21259), np.int64(3716), np.int64(39629), np.int64(20474), np.int64(3116), np.int64(31057), np.int64(13387), np.int64(16256), np.int64(1770), np.int64(39692), np.int64(4698))","(1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1, 1, 1, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1)"
3.932273,50,6.417416,0,"(np.int64(41938), np.int64(15377), np.int64(24933), np.int64(32899), np.int64(28374), np.int64(10860), np.int64(47083), np.int64(42776), np.int64(36451), np.int64(22314), np.int64(16714), np.int64(44707), np.int64(31357), np.int64(49678), np.int64(8690), np.int64(10135), np.int64(13536), np.int64(31440), np.int64(20215), np.int64(48054), np.int64(29182), np.int64(5623), np.int64(43615), np.int64(33257), np.int64(26452), np.int64(17289), np.int64(29658), np.int64(37118), np.int64(11359), np.int64(12867), np.int64(14455), np.int64(25426), np.int64(40775), np.int64(13018), np.int64(31227), np.int64(1524), np.int64(21873), np.int64(31508), np.int64(18716), np.int64(30034), np.int64(3847), np.int64(4932), np.int64(24921), np.int64(10661), np.int64(26395), np.int64(32375), np.int64(19562), np.int64(17518), np.int64(34045), np.int64(13803))","(0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
15.099169,50,6.803263,3,"(np.int64(44991), np.int64(41437), np.int64(5772), np.int64(19664), np.int64(20450), np.int64(26344), np.int64(8890), np.int64(26632), np.int64(34112), np.int64(26848), np.int64(1837), np.int64(17094), np.int64(34775), np.int64(23649), np.int64(33457), np.int64(24465), np.int64(2443), np.int64(34841), np.int64(12021), np.int64(1287), np.int64(43537), np.int64(21134), np.int64(40524), np.int64(23798), np.int64(27953), np.int64(1377), np.int64(31567), np.int64(34989), np.int64(21570), np.int64(6852), np.int64(22530), np.int64(8547), np.int64(39449), np.int64(13098), np.int64(7812), np.int64(16643), np.int64(41745), np.int64(22616), np.int64(27311), np.int64(4603), np.int64(49407), np.int64(12393), np.int64(45795), np.int64(48203), np.int64(8999), np.int64(4096), np.int64(1152), np.int64(40548), np.int64(14369), np.int64(37298))","(0, 0, 1, 0, 1, 1, 1, 1, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 1, 0, 1, 1)"
17.033588,50,7.19352,3,"(np.int64(25416), np.int64(46908), np.int64(9186), np.int64(48963), np.int64(38118), np.int64(19481), np.int64(25701), np.int64(12045), np.int64(24849), np.int64(48428), np.int64(42900), np.int64(48404), np.int64(34424), np.int64(18759), np.int64(45106), np.int64(43131), np.int64(15838), np.int64(27555), np.int64(27229), np.int64(35707), np.int64(3101), np.int64(46265), np.int64(11404), np.int64(44435), np.int64(30420), np.int64(38414), np.int64(3828), np.int64(14775), np.int64(17750), np.int64(14872), np.int64(41819), np.int64(44983), np.int64(42011), np.int64(6461), np.int64(7228), np.int64(12185), np.int64(43044), np.int64(40438), np.int64(12222), np.int64(6315), np.int64(1168), np.int64(43332), np.int64(183), np.int64(7252), np.int64(32593), np.int64(5488), np.int64(7953), np.int64(6403), np.int64(262), np.int64(7841))","(1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1, 1, 1)"
20.054392,50,7.585423,4,"(np.int64(27940), np.int64(16575), np.int64(27980), np.int64(25261), np.int64(20691), np.int64(26808), np.int64(26372), np.int64(18805), np.int64(21505), np.int64(21378), np.int64(7778), np.int64(42742), np.int64(48611), np.int64(43581), np.int64(32197), np.int64(9666), np.int64(43165), np.int64(1402), np.int64(16616), np.int64(34623), np.int64(33701), np.int64(46822), np.int64(3088), np.int64(6113), np.int64(48668), np.int64(3850), np.int64(19970), np.int64(47201), np.int64(43904), np.int64(39578), np.int64(3808), np.int64(44461), np.int64(35613), np.int64(31983), np.int64(46804), np.int64(36386), np.int64(35952), np.int64(35320), np.int64(20369), np.int64(31138), np.int64(35957), np.int64(22758), np.int64(7851), np.int64(382), np.int64(26854), np.int64(10080), np.int64(3895), np.int64(43597), np.int64(37541), np.int64(23781))","(1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0)"
18.135607,50,8.019747,1,"(np.int64(45533), np.int64(23201), np.int64(43627), np.int64(6099), np.int64(28051), np.int64(10310), np.int64(8344), np.int64(11907), np.int64(37110), np.int64(20405), np.int64(46514), np.int64(12792), np.int64(32407), np.int64(877), np.int64(30064), np.int64(23737), np.int64(37558), np.int64(46001), np.int64(38487), np.int64(31703), np.int64(3606), np.int64(43865), np.int64(24655), np.int64(28496), np.int64(24168), np.int64(28009), np.int64(31240), np.int64(20616), np.int64(48929), np.int64(37036), np.int64(4227), np.int64(5889), np.int64(26456), np.int64(45053), np.int64(19119), np.int64(10610), np.int64(4058), np.int64(47829), np.int64(22387), np.int64(26955), np.int64(13040), np.int64(38497), np.int64(36203), np.int64(37385), np.int64(38939), np.int64(7809), np.int64(26842), np.int64(44645), np.int64(47896), np.int64(37198))","(1, 0, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1)"
15.131265,50,8.603338,6,"(np.int64(33412), np.int64(32521), np.int64(29029), np.int64(3233), np.int64(6767), np.int64(8008), np.int64(34924), np.int64(20793), np.int64(41303), np.int64(23713), np.int64(14480), np.int64(13263), np.int64(25679), np.int64(45086), np.int64(12053), np.int64(34791), np.int64(31910), np.int64(13964), np.int64(23751), np.int64(20576), np.int64(17173), np.int64(49661), np.int64(48381), np.int64(4350), np.int64(2037), np.int64(3501), np.int64(32109), np.int64(13104), np.int64(10882), np.int64(38617), np.int64(46189), np.int64(49656), np.int64(4980), np.int64(13104), np.int64(12972), np.int64(21388), np.int64(13104), np.int64(5667), np.int64(44267), np.int64(34079), np.int64(16012), np.int64(25359), np.int64(21313), np.int64(42262), np.int64(49373), np.int64(17583), np.int64(32045), np.int64(19557), np.int64(29893), np.int64(49944))","(0, 1, 0, 1, 1, 1, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0)"
0.816178,50,9.219008,0,"(np.int64(35719), np.int64(13317), np.int64(14308), np.int64(36057), np.int64(18582), np.int64(7886), np.int64(18964), np.int64(23451), np.int64(8522), np.int64(18650), np.int64(39381), np.int64(13617), np.int64(37247), np.int64(32687), np.int64(34193), np.int64(3328), np.int64(42489), np.int64(43388), np.int64(34193), np.int64(1457), np.int64(36201), np.int64(15792), np.int64(49666), np.int64(22234), np.int64(29287), np.int64(34193), np.int64(10777), np.int64(26080), np.int64(41424), np.int64(10397), np.int64(861), np.int64(6595), np.int64(328), np.int64(8497), np.int64(18304), np.int64(40432), np.int64(19311), np.int64(44384), np.int64(8862), np.int64(17846), np.int64(20450), np.int64(288), np.int64(45755), np.int64(44339), np.int64(9383), np.int64(7629), np.int64(9168), np.int64(35852), np.int64(48198), np.int64(42926))","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
5.091982,50,9.797936,0,"(np.int64(7650), np.int64(31556), np.int64(29423), np.int64(47233), np.int64(39757), np.int64(23401), np.int64(32905), np.int64(5650), np.int64(45986), np.int64(45235), np.int64(41990), np.int64(44543), np.int64(40970), np.int64(35790), np.int64(34146), np.int64(32089), np.int64(6898), np.int64(42581), np.int64(3122), np.int64(29303), np.int64(22373), np.int64(4821), np.int64(1628), np.int64(1784), np.int64(4474), np.int64(13104), np.int64(12674), np.int64(25319), np.int64(15106), np.int64(43243), np.int64(19877), np.int64(13758), np.int64(39830), np.int64(33654), np.int64(45114), np.int64(45702), np.int64(44227), np.int64(6507), np.int64(45058), np.int64(7679), np.int64(47019), np.int64(24813), np.int64(15486), np.int64(49185), np.int64(41438), np.int64(9464), np.int64(6229), np.int64(21978), np.int64(36152), np.int64(38340))","(1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1)"
1.518937,50,10.37192,0,"(np.int64(10493), np.int64(27296), np.int64(6755), np.int64(1156), np.int64(33228), np.int64(14127), np.int64(13104), np.int64(17568), np.int64(26466), np.int64(22253), np.int64(38589), np.int64(28183), np.int64(47116), np.int64(2203), np.int64(36369), np.int64(31985), np.int64(13104), np.int64(13103), np.int64(1861), np.int64(16102), np.int64(37337), np.int64(34544), np.int64(6507), np.int64(32328), np.int64(32532), np.int64(659), np.int64(37385), np.int64(22922), np.int64(36985), np.int64(31037), np.int64(17203), np.int64(39163), np.int64(36004), np.int64(2874), np.int64(7981), np.int64(47871), np.int64(5623), np.int64(39063), np.int64(30635), np.int64(4415), np.int64(13448), np.int64(42003), np.int64(4380), np.int64(17354), np.int64(47471), np.int64(22844), np.int64(15116), np.int64(37065), np.int64(31965), np.int64(22126))","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0)"
