#{"t_start": 1745259507.7428339, "env_id": "None"}
r,l,t,user_id
8.313472,42,557.508551,1
8.217233,50,558.139635,1
12.568031,50,558.749987,1
5.51219,50,559.503601,1
9.333403,34,559.934224,1
12.061642,50,560.52961,1
10.661983,49,561.107931,1
8.854335,41,561.569277,1
6.968428,34,561.970336,1
3.280662,14,562.141349,1
9.732003,50,562.732501,1
9.543512,42,563.20807,1
7.450325,32,563.582029,1
5.948466,33,563.99939,1
11.46322,50,564.597807,1
2.285835,13,564.74617,1
10.040076,50,565.331526,1
10.285885,40,573.91368,1
6.467168,44,574.476772,1
2.503873,15,574.663904,1
3.30539,20,574.907379,1
9.087689,50,575.479695,1
18.571757,50,576.052022,1
10.957196,50,576.68278,1
11.61338,41,577.209954,1
8.429457,36,577.711531,1
13.96685,50,578.311632,1
5.666959,24,578.79924,1
5.382267,37,579.273835,1
5.243475,30,579.650226,1
5.433767,39,580.179509,1
11.203751,50,580.863595,1
3.242723,28,581.187839,1
4.390794,20,581.41464,1
7.779456,50,581.990857,1
6.503189,33,582.377902,1
6.424806,31,582.751471,1
8.060762,50,583.430206,1
12.719303,50,584.015081,1
2.4679,18,584.229649,1
4.531094,20,584.461331,1
9.474237,50,585.046611,1
6.334623,18,585.280323,1
5.733483,41,585.767334,1
3.079508,10,585.888625,1
8.776624,50,586.48117,1
13.484739,50,587.063737,1
6.836928,50,587.63418,1
3.266816,15,587.816346,1
4.331412,23,588.100334,1
12.852851,50,588.676846,1
10.084848,49,589.240439,1
6.885969,20,589.467935,1
7.14665,28,589.793698,1
9.748914,48,590.345544,1
5.814151,46,590.878885,1
11.522447,45,591.396904,1
2.094094,12,591.538821,1
5.53904,34,591.934058,1
3.69191,22,592.200673,1
4.027433,13,592.358737,1
7.062163,40,592.814179,1
8.815016,50,593.390095,1
11.565244,50,594.008678,1
11.382653,50,594.620483,1
7.734296,50,595.226151,1
11.42826,50,595.8287,1
6.140552,22,596.093062,1
10.770808,50,596.680959,1
3.963916,26,596.985007,1
7.72761,33,597.365024,1
2.881625,15,597.537999,1
.11542,50,553.001076,2
2.413054,28,553.356012,2
1.20238,24,553.67007,2
1.369453,50,554.413828,2
0.603043,13,554.602302,2
3.562151,50,555.232975,2
1.77345,22,555.522342,2
1.992898,44,556.081054,2
0.00687,11,556.233355,2
0.618358,19,556.47315,2
0.62516,17,556.692796,2
1.85982,16,556.927157,2
2.368966,18,557.177361,2
1.789629,50,557.862866,2
1.741572,44,558.464552,2
4.791104,50,559.08977,2
1.6761,16,559.302752,2
1.804214,38,559.794509,2
3.531649,50,560.417296,2
2.743532,50,561.104085,2
0.006245,13,561.271789,2
1.046002,50,561.896438,2
1.799181,50,562.583615,2
0.533554,32,563.006368,2
1.345417,16,563.210075,2
1.743355,13,563.387818,2
1.338707,50,564.040239,2
0.62516,23,564.324682,2
0.624536,39,564.822305,2
2.340339,50,565.466736,2
2.853797,50,566.091236,2
0.006869,26,566.430914,2
1.20608,23,566.714795,2
1.009178,26,567.056837,2
1.121236,11,567.206258,2
1.703869,50,567.840827,2
1.398929,37,568.339001,2
1.08878,45,568.99909,2
0.625154,34,569.961039,2
1.690554,13,570.305233,2
1.778292,19,570.851461,2
1.858968,16,571.362865,2
0.5855,32,572.33751,2
1.685232,28,573.224041,2
2.355604,50,574.786005,2
1.697315,29,575.681594,2
1.162149,23,576.362049,2
0.575344,30,576.749265,2
1.712336,29,577.11958,2
2.380743,50,577.750698,2
7e-06,15,577.944205,2
1.089028,29,578.305368,2
3.5741,50,578.931864,2
0.624536,50,579.557685,2
1.041369,24,579.86236,2
1.793639,50,580.474189,2
1.176328,26,580.813989,2
0.769732,50,581.441866,2
0.625154,10,581.575004,2
0.614931,21,581.842306,2
2.662159,50,582.4609,2
1.23788,50,583.073348,2
0.625154,23,583.372396,2
2.347251,50,584.001718,2
0.624542,17,584.227643,2
0.006869,18,584.453826,2
1.344644,50,585.08231,2
1.231249,50,585.732044,2
0.618915,26,586.064826,2
0.61335,24,586.416523,2
0.650999,25,586.746406,2
1.211068,12,586.921142,2
1.361697,50,587.563621,2
0.618909,47,588.143236,2
0.618977,30,588.531171,2
3.542225,29,588.905187,2
0.000687,8,589.013178,2
1.78941,41,589.516896,2
2.847056,50,590.138172,2
1.149905,16,590.355612,2
1.199967,25,590.695221,2
1.758221,48,591.374809,2
2.349461,30,591.756781,2
0.006864,10,591.897815,2
1.748887,50,592.532056,2
1.377547,16,592.74702,2
2.066971,50,593.382271,2
1.413782,40,593.892887,2
1.641836,33,594.300335,2
1.092732,6,594.386666,2
2.285323,50,595.007247,2
1.710523,10,595.146571,2
2.099499,50,595.775185,2
1.238845,50,596.444362,2
1.300936,50,597.144615,2
1.307871,50,597.816245,2
1.597719,50,598.523191,2
0.565148,21,598.827158,2
2.390522,50,599.471898,2
0.62448,12,599.633592,2
1.222611,50,600.281637,2
1.776705,50,601.079544,2
0.724789,50,602.609478,2
1.213634,24,603.29799,2
0.006251,32,604.21636,2
0.625092,8,604.417628,2
1.712143,23,605.150111,2
1.132138,50,606.638643,2
0.625159,7,606.845608,2
0.56672,28,607.710985,2
1.208663,20,608.085637,2
1.619421,50,608.731617,2
0.625098,8,608.840891,2
2.3376,50,609.511815,2
0.625098,26,609.853898,2
1.754485,45,610.423761,2
0.618971,11,610.566379,2
0.593291,15,610.755283,2
6.3e-05,14,610.927181,2
0.577491,50,611.579398,2
0.579248,27,611.923964,2
2.946307,50,612.618276,2
0.625159,15,612.824412,2
6.8e-05,11,612.960323,2
3.43964,37,613.430456,2
0.625159,8,613.543098,2
0.593041,50,614.215262,2
2.382992,50,614.856591,2
1.706597,50,615.488257,2
2.291517,36,616.080074,2
6.2e-05,18,616.326902,2
0.000625,25,616.639999,2
0.618971,14,616.817921,2
0.624542,7,616.917751,2
0.625154,8,617.043785,2
0.62448,15,617.254139,2
2.178175,45,617.911163,2
0.625159,20,618.185892,2
0.625098,7,618.295284,2
1.208617,31,618.769026,2
1.185128,14,618.949136,2
0.00687,24,619.258108,2
2.289421,50,619.899114,2
0.182925,50,620.542295,2
2.266153,50,621.196435,2
7e-06,50,621.830708,2
1.704049,50,622.497167,2
0.006252,36,622.95385,2
0.000681,10,623.083338,2
2.874419,32,623.592261,2
0.000619,27,623.959543,2
1.957545,24,624.321216,2
1.188326,28,624.700801,2
1.230706,20,624.984354,2
1.116455,34,625.418226,2
0.62448,12,625.579674,2
0.460104,50,626.282673,2
1.204749,40,626.793492,2
1.996685,38,627.272715,2
1.841473,24,627.578536,2
0.618915,50,628.232427,2
2.365568,50,628.860672,2
1.051647,50,629.503631,2
0.605536,30,629.915351,2
0.577498,29,630.298839,2
0.741557,50,630.92756,2
0.625098,50,631.566173,2
0.913067,50,632.193585,2
0.625092,8,632.297496,2
0.618971,12,632.455806,2
3.049724,50,633.111226,2
0.585295,25,633.8142,2
1.16733,50,635.325037,2
1.381872,50,636.876594,2
0.62516,16,637.283752,2
0.624474,47,638.741778,2
0.618977,11,639.003326,2
1.751652,50,640.400212,2
0.625154,39,640.903908,2
0.618353,13,641.085331,2
2.225737,50,641.705702,2
1.106523,20,641.965278,2
1.267837,13,642.138993,2
1.40317,50,642.752527,2
0.618358,17,642.962099,2
0.62448,14,643.153314,2
0.494941,50,643.780851,2
0.618296,12,643.940719,2
1.199847,23,644.240055,2
0.006252,40,644.749491,2
0.560886,50,645.380027,2
0.770703,50,645.990374,2
1.824843,50,646.614041,2
0.618977,50,647.241193,2
1.234628,18,647.48215,2
1.817075,50,648.097067,2
0.618977,18,648.337748,2
1.758791,50,648.956228,2
1.187566,16,649.162743,2
0.602624,45,649.712751,2
1.156974,50,650.335078,2
0.729226,38,650.802126,2
0.624541,9,650.930452,2
0.618296,12,651.087606,2
0.006869,22,651.358878,2
0.006808,8,651.464317,2
0.624536,16,651.671901,2
0.61897,11,651.817098,2
7e-06,17,652.029177,2
0.000687,18,652.271091,2
0.625092,50,652.90524,2
0.62448,11,653.05381,2
1.843992,38,653.524136,2
0.618297,10,653.662925,2
0.625159,24,653.964938,2
1.203395,36,654.448241,2
2.467536,50,655.156556,2
0.479529,42,655.742576,2
0.62448,50,656.414881,2
1.236743,50,657.057891,2
1.715015,30,657.469379,2
0.577965,20,657.729355,2
0.523926,50,658.403825,2
0.62516,10,658.527124,2
0.006251,38,659.009525,2
1.201653,50,659.655191,2
1.862975,50,660.294087,2
0.000625,42,660.827625,2
0.006863,28,661.183906,2
1.191997,50,661.831169,2
0.62448,50,662.488237,2
0.624542,7,662.598582,2
0.006251,23,662.912779,2
0.62516,13,663.085176,2
1.142831,50,663.738602,2
0.624535,20,664.002426,2
0.000625,50,665.087156,2
0.581272,33,666.098643,2
0.6003,37,667.285711,2
0.465696,23,667.98261,2
0.18125,19,668.506493,2
1.043275,50,670.030376,2
1.145958,50,671.548023,2
0.000625,20,671.952753,2
2.413845,31,672.380342,2
0.006245,31,672.780144,2
1.199078,32,673.187764,2
0.53754,14,673.371467,2
1.225209,9,673.491207,2
7e-06,46,674.080005,2
0.625091,23,674.451137,2
0.51995,18,674.68145,2
1.225304,50,675.434613,2
0.581132,50,676.083908,2
0.703059,46,676.70332,2
1.178239,43,677.231238,2
0.00619,13,677.407668,2
0.000681,13,677.573283,2
0.618977,31,678.015914,2
1.083493,29,678.420427,2
0.617517,50,679.092725,2
0.624535,46,679.895747,2
0.006252,13,680.091618,2
1.822554,50,680.765333,2
0.618909,25,681.084583,2
1.809362,50,681.713958,2
1.807717,45,682.30848,2
1e-06,40,682.836772,2
1.226949,49,683.483139,2
0.00619,43,684.064419,2
0.006808,12,684.238875,2
0.624541,17,684.463106,2
0.582531,50,685.135005,2
0.596705,50,685.819227,2
0.006807,11,685.976024,2
0.618971,50,686.614731,2
0.813983,17,686.835937,2
0.62516,12,686.992699,2
0.006252,27,687.445232,2
0.00687,50,688.123429,2
0.625154,8,688.231394,2
2.301259,50,688.86672,2
0.618909,12,689.031491,2
0.625153,11,689.185728,2
0.006864,19,689.462798,2
0.00687,37,689.957807,2
2.450201,50,690.709597,2
1.211644,50,691.399247,2
6.3e-05,18,691.644522,2
0.598924,19,691.907239,2
2.191421,50,692.572831,2
0.625153,50,693.196451,2
0.00068,21,693.464222,2
1.900014,50,694.109972,2
0.625154,7,694.212602,2
1.096316,50,694.833121,2
1.241854,17,695.046065,2
0.624474,22,695.358567,2
0.625092,11,695.523287,2
0.138611,50,696.17333,2
0.006807,15,696.371923,2
6.8e-05,9,696.486185,2
0.618971,22,696.782334,2
0.618915,50,697.45776,2
0.539476,39,698.423464,2
0.618296,33,699.441946,2
0.624473,10,699.78949,2
0.624479,50,701.296145,2
1.226779,50,702.900797,2
0.658569,9,703.133723,2
0.006801,10,703.430686,2
0.006801,22,704.10361,2
1.243331,12,704.498166,2
0.624541,39,705.599186,2
1.133425,21,705.886871,2
0.618909,19,706.166336,2
0.625153,50,706.810247,2
0.62448,50,707.442694,2
1.787319,50,708.083815,2
1.206465,50,708.765708,2
1.112522,45,709.408671,2
1.258178,50,710.056785,2
0.624479,50,710.906883,2
0.624542,12,711.087285,2
1.237007,40,711.638157,2
0.624474,50,712.365405,2
1.185163,50,713.029219,2
0.618297,46,713.611506,2
0.000625,50,714.262894,2
0.618353,50,714.950867,2
0.625154,50,715.600104,2
1.193615,50,716.239156,2
0.625098,15,716.45148,2
1.151098,50,717.115931,2
1.157591,23,717.41206,2
0.62516,9,717.535476,2
0.618977,40,718.060421,2
0.180631,50,718.692595,2
1.377004,45,719.257727,2
0.625098,44,719.831363,2
1.427908,23,720.126348,2
0.618977,13,720.290351,2
0.624542,18,720.53205,2
1.650645,33,720.951558,2
1.201149,50,721.589237,2
0.645479,21,721.85766,2
0.62516,17,722.073338,2
0.618915,19,722.313443,2
0.728998,46,722.89906,2
0.625098,8,723.006374,2
0.62952,40,723.517029,2
0.624474,17,723.744147,2
6.2e-05,19,723.980334,2
0.000624,35,724.440714,2
0.006808,12,724.602457,2
0.625098,33,725.019895,2
0.000686,14,725.220645,2
0.00068,50,725.877562,2
0.625098,10,726.021294,2
2.31335,50,726.686461,2
2.344949,44,727.282501,2
0.0,50,727.957262,2
1.174616,50,728.59079,2
0.625098,7,728.688658,2
0.006864,50,729.327027,2
